iteration,fracture,collapse_flag,perturbed_D1,perturbed_G1,perturbed_F2,perturbed_H3,perturbed_L2,perturbed_C2
28,64.03558030778798,1,7.123054292823506,-6.906499876599416,-4.571946040234562,2.477929039246553,7.091106092856212,4.767630597553186
29,64.69949187288469,1,8.880459327447436,-5.46683129102251,-6.119499277111205,2.3057174176458473,8.625484296729471,5.237403922183796
30,62.715143667443535,1,7.656980426850604,-5.806009324868503,-7.40833466067265,1.9654663348440282,8.285544661361735,5.048965304520067
31,65.49947011687836,1,8.835446218108377,-5.908488882711537,-5.349901272320807,3.1539226977992656,7.785099225488385,4.526878501418455
32,69.63810197116582,1,9.851314888708405,-7.148679316561047,-7.017405371798845,2.580572042479515,6.730091232133896,4.087877703454609
33,67.15334046819527,1,9.105791598946093,-6.533398258068142,-5.748219218913864,2.04957197224454,8.32497914686231,4.123275641475115
34,64.4809163133658,1,8.978897946509978,-5.28939725384354,-4.933862691874057,3.879737447650198,6.89501852250922,3.6023658483022127
35,67.5194438155913,1,9.707581902258898,-6.103401431298564,-5.962532245242826,2.9769969910540612,7.284124364785063,4.676182374167527
36,66.17180971008456,1,8.773745958445847,-6.3823797643705396,-7.687761386044905,3.360487523526387,7.6480424800453735,5.274814026991087
37,66.22325416615243,1,8.348641999154696,-6.857412163708715,-6.384213017828166,3.1377627853790035,8.047329883062465,3.3105787536427838
38,71.03628443397159,1,9.824032056253658,-7.7748650558918495,-7.586017531660713,3.45899893683975,8.280470668661234,4.231450022965434
39,65.75535886858866,1,9.052628205434328,-5.9269996223458365,-6.890189646205205,2.883892253935067,8.787094562158238,3.1802349603952496
40,62.251855060893064,1,8.933895346258087,-4.181296326135996,-4.784633835920756,3.6411190174126937,7.212510213890068,4.14572176566694
41,63.652843382259675,1,9.15430883845779,-4.727821620503447,-5.452634308997037,2.687445844497146,7.720438549901962,3.930574557969893
42,63.98153254777835,1,9.785834752491382,-4.203826467755261,-5.369978728946929,3.569335747728693,7.674841040597719,4.147903013471199
43,66.83876883042021,1,10.0,-5.489799390442582,-4.482340041518578,2.318253480883389,7.347198639479909,3.408588416505727
44,65.26792611351108,1,9.175549331204088,-5.6918765830872395,-8.297595041270364,2.330636771882481,7.362691238178426,3.935009880493668
45,63.42519177685492,1,10.0,-3.8063206248204025,-7.347740783095965,2.895069943286998,7.905502264757524,4.672673847192657
46,67.7031033686274,1,9.621401368355933,-6.363656704386586,-6.049397231297599,3.9713564126180696,6.803972578634316,2.6039404714688645
47,63.849138057122474,1,8.970231329860791,-4.972278984276481,-5.551980372145321,2.95792045879828,8.342655349944335,3.8925788518820035
48,68.81394526980678,1,8.929272286356763,-7.5816298343307755,-6.4005917420637415,2.9554562238155992,7.042535595282775,4.324010207282433
49,60.2852165892398,1,7.476421358295773,-4.771615452411262,-5.791595356330208,2.8582476640130805,6.805329870276806,4.019447500297648
50,63.24511411588707,1,7.758055972786418,-5.928531492827423,-6.37874684469722,2.851240416160971,8.226392154892352,4.020506120237762
51,59.594589675357,1,7.9645540820986644,-3.892876419354339,-5.841442252418954,2.9958586622197094,7.95461915577427,3.6882511589349485
52,63.770808976456955,1,7.691850393456339,-6.214291052649935,-5.28668259397304,3.7921083080129563,7.611491012727774,3.4683441156764077
53,63.836938782082456,1,8.47970834263372,-5.580704293346971,-7.877594879704761,3.709550550163739,7.553184643800356,3.7759947869514594
54,68.24688618634588,1,10.0,-6.187511105785719,-4.868972139474264,2.342191356464013,7.97911929856756,3.266301232187074
55,64.83216741175761,1,10.0,-4.545598751148698,-6.265935806737278,2.069693357520696,7.223396064697287,4.382545479121388
56,68.9499669304718,1,9.427100995077122,-7.114074034347967,-6.290732573044458,3.3716675649442296,7.460092245211488,4.1351414791049
57,64.26815105650422,1,9.389164039378898,-4.813115478959445,-4.764620268883553,3.413466473172602,6.807908289827574,3.1791657041587067
58,61.5579579100549,1,7.913376964724007,-4.93129730968352,-6.207357947232076,2.774550925995312,7.913713574547726,4.205187059087548
59,63.05036095471405,1,9.563394760612827,-4.065060122034923,-6.787118886632314,2.7886729790962232,7.5426802394565895,4.390277562264988
60,67.03516077011386,1,9.918203884591298,-5.687817351650346,-6.894073549441967,3.403061534935339,7.665874323456174,4.056320667356191
61,63.52533446018679,1,9.479079332321637,-4.483181698809779,-7.483353654447255,2.880030481172478,6.867295733630952,3.7441514188833684
62,66.92383333004952,1,9.421063779794421,-6.010087917214927,-4.280990789968136,3.011758884724439,7.604676603431929,4.279854662120047
63,62.357019476322016,1,9.220089908089205,-3.980792570169392,-5.677503548604866,3.0039196270400703,7.539956919395843,4.686172200217145
64,68.71951757429716,1,9.512438899674146,-6.985351776683114,-6.812676668046359,2.902987442548774,6.828475631732259,4.32057580959179
65,63.42686624962517,1,9.12515596383138,-4.488054039638708,-4.159126294466843,3.412372181778726,8.054064332370219,4.697152207167795
66,64.43297360116463,1,9.473583318015534,-4.870238101231449,-5.604796176694819,1.5363286627072024,7.251154936113665,4.270620204580502
67,64.33576634513788,1,7.5613013017629696,-6.7833391401411,-6.498344045928384,2.6139555716806315,7.042552733140038,3.306690354405044
68,62.382323353583295,1,7.666748497168786,-5.447464443207098,-3.6879843845503606,3.1735290406671317,7.587137184781859,4.466292887416611
69,67.70197176164578,1,9.796394982310387,-6.158142336519265,-6.595505470611749,2.174296960655526,7.825640957458962,4.524538792362067
70,68.6637085256546,1,9.738236986019677,-6.740445857702825,-7.192763363224293,2.6898902664243716,8.114920934840914,3.4513805440550094
71,71.42271848286892,1,9.373970984192805,-8.41546385197272,-6.359370412827473,2.245509755891499,7.963048644504949,4.5893001178096275
72,66.74785456347998,1,8.746018125818349,-6.52445223416686,-3.8659796445325285,3.537606813801146,8.020806791030182,4.376704474796756
73,63.6313969872468,1,8.132077803575267,-5.929750184975669,-8.5425164665877,2.0847267232578006,8.072924576553957,3.462275268225236
74,68.09147501047507,1,9.41676337424768,-6.64168351657463,-4.598361763474716,2.6660383418740725,7.861587356790324,3.8165483531147726
75,61.9683120330399,1,7.403060217575536,-5.74006251579222,-7.086190306352414,1.9360966441136673,7.8029145598580225,4.16784476542467
76,69.41707241318902,1,8.488973639353583,-8.433758465588076,-6.69826999999046,2.4136287287122262,6.47207432382292,3.5286489805123127
77,67.30790618551532,1,10.0,-5.935167819428206,-8.018764065741394,1.4199594258614148,8.1244653212474,2.8500447852217645
78,68.33012255478089,1,10.0,-6.280288337537126,-6.363932438991833,3.1463875457188037,7.106343367170454,3.8066603231689027
79,59.24453309524141,1,7.763779040303276,-3.827121701368359,-4.838203240210466,3.2231686346770956,7.73374579250575,4.508604932008956
80,65.98084587722623,1,9.128125866276102,-5.916011343362904,-7.080896536046803,3.702123290824654,8.30545812338239,3.9990297013220184
81,70.2208114267759,1,9.229002427616614,-8.031372418960347,-5.321953491667564,2.521963061786136,6.821061435193304,2.979546330907853
82,62.4721714051269,1,10.0,-3.3124933572903057,-6.911606000449875,3.4028793046631787,7.7626883195210095,4.2178852817285435
83,61.24821892854849,1,7.4907695858169525,-5.144943765652153,-5.802258457592895,2.6206918150847907,7.541116775873159,5.408372122737665
84,67.05452843380475,1,10.0,-5.796534872060442,-8.916027305304798,2.926403912271958,7.252803074617209,3.351407215254342
85,70.37926502379113,1,9.242149793720518,-8.100272760584039,-7.220609944839197,3.464047924607013,7.35173818806196,3.3490229839903822
86,68.73742258363029,1,8.771989073526822,-7.59066631359388,-5.053515803799718,3.3731325519249675,7.717993368947972,4.083507976815766
87,66.14251340329014,1,10.0,-5.099915462445996,-4.780438577563452,2.195841846007104,7.412213527831128,4.599207987706733
88,66.7592874423156,1,8.569251247393417,-6.904468438441288,-7.208602480056332,3.158539508399552,7.569250083898903,4.599293594219629
89,66.41123670929632,1,8.87715138743751,-6.256821815607072,-3.6028055154076895,2.889743694406826,8.112579981044744,4.033384872027784
90,65.38870650427188,1,9.762676004876186,-5.045238927164004,-5.381304756155034,2.2119853502895674,6.64060252271617,4.2574832850642546
91,59.363816733383096,1,7.520219839139701,-4.250943016705941,-5.833841799222904,2.347761279321022,7.9975848256563875,3.7034059111636246
92,58.964929438150705,1,6.886399648480385,-4.750116919317467,-5.554366933920837,2.179344517117629,7.344910963781352,2.9490744785718404
93,66.9462488969222,1,8.83084770669511,-6.786883725398696,-7.077514408033237,3.357653719135452,7.7365085921116465,3.0912124241320065
94,64.72837679554928,1,9.747498492872046,-4.7651762459108244,-5.12134350064351,1.9569522683894625,6.526775602193731,3.6678888098957363
95,62.881352762287044,1,9.288763769991492,-4.192999681396453,-5.136724772236546,2.7307185390182185,7.429126913684241,4.155137914645639
96,61.14988397976084,1,7.674064036036804,-4.997850089709108,-6.497011521451539,2.794418900065026,7.6891216954400035,4.074028208636641
97,61.08444531919059,1,7.29037726322629,-5.442699112663349,-6.785822253254735,1.8870943992252676,7.070617739534867,4.011035788607765
98,67.35272907156802,1,8.860495426830806,-6.865041440674718,-6.418506345412343,3.4646439904731814,7.693015044361196,4.27740067614769
99,68.89952784483987,1,10.0,-6.575426615818865,-6.065784541295495,2.3885485402782067,7.3177067328119705,3.8462754002267068
100,62.86364756031611,1,8.451651173140213,-5.067027809188373,-6.321180894690896,2.933709884126812,7.429196569832816,4.221170397320639
101,64.42893727529827,1,8.963770499688088,-5.2581582497976225,-4.089542429796791,2.6324091622843233,7.590984981464687,3.7169460493161712
102,62.282480617306554,1,8.536973683519449,-4.84635133938437,-8.15262624416541,1.276959375803659,8.161740321859579,3.8722322614913263
103,67.32552719795818,1,9.214965856567979,-6.491960198225894,-4.771841703313084,2.479635186804183,7.552269892095323,3.8566875081180365
104,62.91484454624996,1,7.6999043483075456,-5.944035609278563,-7.855593771485744,2.6048695451963373,8.21369640485283,3.306674132214054
105,66.66534215319392,1,9.956212375841062,-5.409068041090416,-4.205309255531612,3.083798804546907,6.979379184226594,3.4899444600678238
106,66.29377150699696,1,9.197453682085893,-6.074627646035657,-5.7980172245149175,3.1256456579295753,6.586321195397321,3.582138878726546
107,63.53669732831808,1,9.748148347507318,-4.232551396752315,-6.954398781422563,2.199040254600468,7.090316592866859,3.4180203319433935
108,67.5385728617851,1,10.0,-5.914450541107039,-7.289469900319547,3.2550057525315403,7.243386701402022,3.8877952420962067
109,63.63737486461506,1,8.912901704746082,-4.954577907472562,-5.763073501406335,3.1971525128302773,7.4706247677475,4.119452622606298
110,65.55539571032702,1,9.588816688209148,-5.246437268449246,-5.6348711911969795,2.839980501602333,7.07240714532639,4.571361514370623
111,65.18086175702872,1,10.0,-4.752277274401705,-6.422098979156576,2.0811553537185925,6.897845982174012,4.206169725517091
112,60.904909459496736,1,8.102242944771172,-4.507479504157541,-5.850781514932605,1.4215531270147799,6.964148655111633,4.319725349199292
113,62.73982611904751,1,8.08241539445974,-5.474799113153196,-5.965514490039869,1.9980016091340327,7.598735534357627,2.6227483847645328
114,67.59733341715514,1,9.302567512255589,-6.541432043330267,-5.892488741922077,3.1628874364417348,7.8516954371654615,3.9712489281491896
115,67.14425406480629,1,9.912864249122132,-5.750477603008046,-5.958115529827259,2.683841587049658,7.147093387465234,4.302884160771846
116,63.50325528598185,1,8.201793204791691,-5.610085952744263,-5.696721150233142,2.9597304722680517,7.087284608939182,4.444675778125319
117,64.55429765186433,1,9.009087697565501,-5.454479236473372,-7.884370385367674,3.242613826199855,7.505150308203514,3.4082440888300902
118,64.62963011798797,1,8.479404691507469,-5.948698314469061,-6.449776814092098,2.414607893379518,7.760188934895633,4.0092210461659885
119,62.86728355934019,1,8.11093719862007,-5.32580984874634,-5.308177641560107,2.8134565416002943,7.928496553805603,4.504119192227914
120,61.82239044352405,1,7.123532843205144,-5.833627915896044,-4.803197994480387,2.354217318782774,7.82360693749574,3.706062991418575
121,61.376996075273134,1,10.0,-2.799240246425757,-5.833574932505966,2.016577272219567,7.493087063425291,4.109066421077302
122,62.14327750470276,1,8.692781199289016,-4.507539858904552,-5.970360877623791,2.829012867851498,6.87316477221398,3.6945371207145907
123,62.3389171237753,1,9.339788155136647,-4.016090624987891,-6.980783761257441,2.767389059048766,7.075621273042601,3.4093690644284265
124,68.5143375949724,1,9.299249497145462,-7.110657917301017,-6.972680772364252,2.694625077815308,7.4249292101468685,3.798354145196563
125,70.0843506239532,1,9.309086374547151,-7.772351820012962,-6.499662014874404,3.080401335235695,7.894040050362114,4.739962977606444
126,63.74515890277337,1,8.554744142236862,-5.2849461183095015,-5.424540451593885,3.404342134770788,8.222450220606824,4.455531913022613
127,65.17473064835397,1,9.802159135416614,-4.841533863508591,-4.692510522504749,2.66469330462886,7.560861939907644,3.3404017830038186
128,62.09167394100424,1,9.375833837678975,-3.799485941343049,-6.017879197000653,2.0271800535678355,7.948925809819225,3.452117163215461
129,65.05795648322054,1,9.326040842026568,-5.343111494064801,-6.460387799634817,2.6812099602033594,7.899880601175,3.0758153486343778
130,58.807975059949946,1,7.298397382860573,-4.235617814933146,-6.6720274718306625,2.5657658163821586,8.280591799042138,3.22511650003142
131,58.80597617093053,1,7.201325512984688,-4.342773810534491,-6.152594821392081,3.1494506100906765,7.11753718068657,3.063382269536479
132,65.47824517176913,1,10.0,-4.8908627286320785,-7.410175759176894,2.3939118623851994,7.300259215528625,4.681201826312749
133,64.28990715976563,1,8.386432805341007,-5.809631572671579,-6.522963677512581,3.198800964535594,7.321654931650724,4.980291818730807
134,61.961950057915175,1,8.83961559938886,-4.276071468007755,-7.708702521478486,3.5353850870432284,7.348343593976391,4.130733071678327
135,64.60933983763493,1,8.837927748994309,-5.634673335319743,-6.691651028165071,2.593660862869038,7.217059315509862,3.5223075398543973
136,64.91746811194349,1,10.0,-4.627347104395364,-5.6447444683542916,2.021673822737824,5.841939685644366,4.408869991499732
137,61.53635205159739,1,8.739816579750187,-4.11231288518386,-7.297989438394758,3.022514048927202,8.475592022276206,4.120814584484386
138,59.87360553153334,1,8.061019401267112,-3.981305468876606,-5.662237571902363,3.003594291081066,6.7469750733487315,3.801226119931699
139,64.04484251715513,1,8.41555675700926,-5.661711019935308,-5.3636320138020865,3.6727958747653773,7.170176609853815,3.4237291618429406
140,61.176096577465245,1,7.59178674337275,-5.106667743030903,-6.9627651878438215,3.07055571548325,8.415518096949326,3.268567421990625
141,62.72738540123803,1,8.113630310577259,-5.355707775124234,-7.535271420912025,2.75595100227708,7.949442248036307,4.716970468949039
142,65.19513612783122,1,8.310996329504185,-6.372382720432861,-6.957445345671433,3.062735520008575,8.297714769004822,3.8807753362292767
143,62.22470248855487,1,9.000038594074498,-4.293961239515839,-6.755560545662218,1.740549063668145,6.967930271169798,4.414109424566307
144,69.100472386333,1,10.0,-6.62711122929455,-5.990630596282618,2.825151616491062,7.229815641562774,4.398162615667775
145,58.89919270159436,1,8.144437477914847,-3.260597702445968,-4.342324672492094,3.406880560420688,8.10362603674331,3.7230414840554142
146,61.65207255934239,1,9.558286665695784,-3.3420404088692393,-6.82620564017408,2.892265898890717,8.21185790820373,4.236265935203202
147,58.46418239365358,1,8.555520290310719,-2.7464882300137616,-5.73370343165703,2.6641263933139867,7.389845131651756,4.281385436737541
148,65.82900057621293,1,8.866417926608696,-6.028965889953655,-5.041081333582135,3.50457340580144,7.139534484607935,4.779302874055104
149,65.48048696511779,1,9.23965022917845,-5.6570035971925625,-6.364898340001137,2.369263997529843,7.047934620074022,3.8194928461548727
150,61.61154428371225,1,8.178913241471925,-4.609367058008428,-5.492634695045602,2.9199985318062605,8.42853434922128,4.493938661533497
151,59.833120600781136,1,7.366508569507295,-4.631491756444187,-5.719295973494023,2.779329940825022,7.635918309338231,3.675247212112428
152,64.20138064280681,1,9.803812936420501,-4.371598276714937,-5.556686124969022,2.5114778411945684,7.823559894242986,3.727230554890901
153,64.13777198686077,1,8.887304796004411,-5.261579734834859,-6.697157262707861,3.557731958081245,7.218511882092415,4.320942674356551
154,56.34943349074137,1,8.062667156971363,-2.3024247503003163,-7.05228147101267,2.03655012749889,7.8767662094750435,3.3314618960188636
155,61.24498249748804,1,7.163105061820914,-5.6318453921513765,-8.036405507403204,2.4161723550715335,7.428983682649527,4.742065365116737
156,62.124959470398494,1,6.4383016210255795,-6.849734957148814,-7.484872810170917,2.6635431275893073,7.092563691545424,3.217629131533223
157,68.33237528986642,1,8.759959838806482,-7.58968658075314,-8.111535179110122,2.753388904202953,7.873695525002673,3.815275257376321
158,62.87446790935813,1,8.525584327599676,-5.067174600150234,-7.175704962877722,4.00074029899927,7.20519716684444,2.8592680356171365
159,66.28253197820442,1,8.607096785145632,-6.5262612231213115,-5.846006618458415,3.2010660499826367,8.017179573543993,4.785920611637158
160,67.56675820869098,1,10.0,-5.9566712005313605,-6.948753231916765,1.379383287111296,8.30573460540003,3.7977934156881132
161,68.0863552113697,1,9.343441153692167,-6.812677447296237,-6.366871528201614,2.0657346130384275,7.087644306841825,4.9546727022502655
162,65.09559263331836,1,8.079923020172194,-6.533737487405013,-6.204762670765502,2.453292044540541,7.744730145142427,4.68945666272202
163,64.36810376364996,1,10.0,-4.301961411725897,-5.332608815911124,2.6772569713673633,7.752111303646109,2.5450499428792615
164,61.54370411655464,1,9.102284275983536,-3.7996384208253646,-6.295897109273607,2.5008749297907453,7.7511580806887,3.442451328162587
165,63.810794429029606,1,7.600593823876262,-6.456147698538593,-8.303224983567649,3.841769244240193,7.487778460483309,3.946791120843046
166,57.72005298640584,1,7.907752092789525,-3.0313145269040933,-7.213966157866815,3.8413672038286357,7.996990573162851,3.7948058510613487
167,63.36644387415136,1,8.67910488999094,-5.1350955215027,-6.26745495146797,2.7210054762135254,6.541824107995627,4.385055878899635
168,66.3859489392751,1,7.966754492975492,-7.4056232724279525,-7.505054905701039,2.7031492436012927,7.45974416482685,3.754095581955001
169,63.09507477220938,1,8.957119146728061,-4.674429744967571,-6.388463517197692,2.6509174920821894,7.49993167662713,4.557384236669467
170,64.64738822250006,1,10.0,-4.268333234979524,-5.0480625891562205,3.4559006687763327,8.457390684276232,4.24198876151378
171,64.45221996954996,1,8.928729455041934,-5.4730336896123974,-7.13033419160361,1.8142260359846012,7.859728751819256,3.943316206212831
172,61.936342434382404,1,7.474689650561832,-5.5622569000452575,-5.616456914795955,2.280523199190267,8.1047453375154,3.8556817097725284
173,62.34608216220494,1,9.055226513274809,-4.234943279261358,-6.854834564930666,3.1019467733644084,7.782782813851771,3.62753074904047
174,64.74233335105194,1,8.948836713044384,-5.573741813881237,-7.2422728430279255,2.9139281296910244,7.579106958351149,3.721000726992563
175,68.66786515662557,1,10.0,-6.485276861625329,-7.575887784957187,2.8207463082414312,7.554049388515149,4.174206421949633
176,61.90701110366016,1,8.159357572959324,-4.755008439229903,-5.03451400110157,3.5454989742763785,8.374589414175649,3.897216405466594
177,64.66514939476032,1,8.077096761075486,-6.4074122150967465,-6.593058639961953,2.2741069407496064,7.401876917685327,3.8783892056855316
178,66.12140475908755,1,10.0,-5.19101986626027,-6.125394136055864,3.1547384634924542,6.218407465440841,4.145898472792672
179,60.15520645913315,1,8.984201411033188,-3.173995739806718,-5.886609387978283,2.7470053482693815,7.634575726444197,3.893149887798052
180,59.68325331476311,1,7.2685083412066405,-4.704753842203893,-7.2151485311996595,3.1996987406080137,7.691723287247786,3.69101598276423
181,60.01866651406441,1,7.523224885579722,-4.652315146100929,-6.952073566628501,2.655476249481647,7.339760477660348,3.6327013465175204
182,73.84712280460666,1,10.0,-8.947490709203466,-5.860523176948483,3.751500403884487,7.38013494068186,4.250301694379414
183,65.54785291255939,1,8.885387609207678,-5.885139632458641,-5.055248272790038,2.8329820234122036,7.765379165882538,4.524871375762981
184,59.159775155295634,1,7.013423881069947,-4.5711661655027145,-5.537396344788781,3.047727284872268,7.961719852825176,4.4338998285944315
185,63.886944874326495,1,8.067132169687376,-5.928214401075172,-6.7048211859470275,2.5257710163848355,8.536955291438607,4.604612206137559
186,68.68683160203396,1,9.597656492274647,-6.7934180466387115,-6.085680671230957,3.08082336976797,8.27693266320361,3.774749880331808
187,61.27990029503457,1,8.020218729651797,-4.747099769011535,-6.801925407885859,2.5001902425445874,7.865262173943827,3.8891059684766134
188,64.59096235710368,1,9.285231150927052,-5.0647171444490695,-6.578439338745698,3.0247638643935826,7.709678510568269,4.754654627298115
189,65.90146480412817,1,9.78869740379188,-5.258121414889756,-6.401606525804017,2.689242689727762,7.189076914174077,4.601558589551167
190,66.87012742816364,1,10.0,-5.607000736982062,-6.363364861433118,2.318730585299495,7.104845166056577,3.5010486520723147
191,63.81582372657291,1,9.651665487567142,-4.250176804580252,-6.877562565009446,3.763268762517193,8.30775255349959,4.927932671773838
192,61.16607776615598,1,8.225603876070917,-4.375953672660979,-5.274262530807796,3.2855122268847987,7.899040226032938,3.7193367648118834
193,66.5263806850512,1,10.0,-5.448548322168903,-7.887388666527871,3.2365417524010804,7.49827036169935,3.445416959561331
194,63.17852553633307,1,9.246524522619284,-4.41220796660215,-6.338297549556832,3.4662977140106426,8.025462723109984,3.457142691338263
195,60.809964359070165,1,8.699503240134984,-3.688771233301332,-4.882494080169832,3.079456846266478,7.295596236361211,4.841595119517468
196,68.24491428140924,1,9.860647854107427,-6.44248721882768,-6.9697318964734105,1.903755788204079,7.926339443002375,3.526078020657258
197,63.187987860432074,1,7.213671890408356,-6.515147036465718,-7.403990986662465,3.0661766059386695,7.238547682191161,4.402766765371812
198,60.05047858310997,1,7.643811446748117,-4.489384903542525,-6.4104961759631,3.072281359539644,7.061145711143453,4.117927930566828
199,64.16437444751053,1,9.22450189657311,-4.73703150153622,-5.477580379721959,4.06578133930117,8.887207591014352,4.937667962325155
200,63.90949421698171,1,9.364975432898524,-4.7379132859123425,-7.4805258737161875,3.2081327127535957,7.019467812195803,4.290093142366603
201,64.42147944640296,1,10.0,-4.290304165060937,-7.029802730412796,3.2122188935003653,7.659000529295451,4.5672944704278216
202,66.58338736357803,1,9.714094726525465,-5.733068354507357,-6.384674471943445,1.6509022799033055,6.910645658976609,4.713738548187199
203,66.22274535131703,1,8.678729579425847,-6.498562589646317,-5.835847769258711,3.7035708208428852,7.069314293285078,3.744572786857714
204,63.91052191777053,1,8.937195716720677,-5.023237639946281,-5.313488869032876,3.4855179358682458,7.164148543928947,4.560374433601866
205,60.59657841424377,1,8.182574911419112,-4.253601258374942,-6.6015148331078395,2.3282634807522102,7.639179028128057,3.876333070784224
206,60.5488060009839,1,8.537133017205958,-3.8124349039696015,-7.047988870101582,3.6775107587373497,7.924346175420297,3.9428335222717164
207,66.26359897602174,1,8.627431394181674,-6.651487757921114,-7.193125715998233,2.5867991110063526,7.7245756601430555,3.9393576630104903
208,70.67107615426355,1,9.30005496575586,-8.059637592846475,-6.590360550400314,3.7688830570876806,7.735569345899951,4.602818518001509
209,62.325535531029345,1,9.217182723710676,-4.173301365008717,-8.107101862273307,3.466265711950306,6.349145665245619,3.737364020982884
210,64.77662510585121,1,7.137803252409454,-7.396324520202276,-6.06342344470927,2.7181209110824507,7.422514563487643,3.006483576416577
211,59.49054666933818,1,7.816759741618178,-3.861971825075031,-4.260246738231206,3.2098193674448607,7.7860301211708745,4.595232609133124
212,65.83458427588667,1,10.0,-5.0254131608628025,-6.234129137638165,2.4385835419752016,7.517854460801089,4.115270676472452
213,64.25361625523678,1,9.408484909186773,-4.801899429524212,-6.604903296281175,3.76998444355268,7.279649133804236,3.8837454970723133
214,66.17388025229577,1,10.0,-5.151958331723256,-5.958936919030781,2.759680741211615,7.962860568669391,3.936031497642398
215,68.81306959701458,1,10.0,-6.627813499658341,-7.710206295968071,2.0110815553260446,7.202316454278691,4.071234263342264
216,67.10291920398248,1,9.572284540896646,-6.118443015638928,-7.6857280530043655,2.1384881882696543,8.624454722522687,4.137426051325324
217,66.80602313044734,1,8.69266720785731,-6.73275756606385,-5.837016039136351,3.3045110698396623,6.91569686001859,5.168543935328169
218,65.63019559451051,1,10.0,-4.964073005023953,-7.476681367620972,2.846295104174701,7.634490656635762,4.0163914514366175
219,66.73155145902433,1,8.50183047427468,-7.020933780987029,-7.9470221616196275,2.227132239520521,7.747181517486842,4.832937889621452
220,63.722102087351914,1,8.298291194266369,-5.692345832651174,-6.668883956304195,2.0566400491391215,8.2025302307587,3.8179940115746174
